state_fips_code,chsi_state_name,county_fips_code,chsi_county_name,chsi_state_abbr,strata_id_number,strata_determining_factors,number_counties,population_size,poverty,age_19_under,age_19_64,age_65_84,age_85_and_over,white,black,native_american,asian,hispanic
19,Iowa,91,Humboldt,IA,54,"frontier status, population size, poverty, age, population density",38,9973,8.3,22.1,57.5,16.5,3.9,98.7,0.4,0.1,0.5,2.2
19,Iowa,93,Ida,IA,56,"frontier status, population size, poverty, age, population density",39,7379,8.7,22.1,56.3,17.3,4.3,99.2,0.3,0.1,0.2,0.7
19,Iowa,95,Iowa,IA,54,"frontier status, population size, poverty, age, population density",38,16055,6.1,24.1,59.0,13.7,3.1,99.2,0.2,0.1,0.3,1.1
19,Iowa,97,Jackson,IA,40,"frontier status, population size, poverty, age",62,20335,9.9,23.0,59.2,14.5,3.2,99.0,0.2,0.1,0.3,0.6
19,Iowa,99,Jasper,IA,26,"frontier status, population size, poverty, age",40,37674,7.4,22.9,61.2,13.2,2.7,97.3,1.2,0.3,0.7,1.2
19,Iowa,101,Jefferson,IA,39,"frontier status, population size, poverty, age",51,15972,11.2,20.6,65.9,11.0,2.5,96.6,1.0,0.2,1.8,2.2
19,Iowa,103,Johnson,IA,11,"frontier status, population size, poverty, age",44,117067,10.7,22.2,69.8,6.8,1.3,90.5,3.3,0.3,4.4,2.9
19,Iowa,105,Jones,IA,55,"frontier status, population size, poverty, age, population density",47,20509,8.8,21.5,62.8,13.1,2.6,97.1,2.0,0.3,0.2,1.4
19,Iowa,107,Keokuk,IA,59,"frontier status, population size, poverty, age, population density",32,11157,10.0,23.5,57.5,14.9,4.1,99.3,0.1,0.1,0.3,0.6
19,Iowa,109,Kossuth,IA,56,"frontier status, population size, poverty, age, population density",39,16142,9.1,22.6,56.8,16.9,3.7,99.1,0.2,0.2,0.4,1.0
19,Iowa,111,Lee,IA,30,"frontier status, population size, poverty, age",57,36705,11.2,22.8,60.7,13.8,2.7,95.1,3.1,0.2,0.6,2.5
19,Iowa,113,Linn,IA,11,"frontier status, population size, poverty, age",44,198903,7.8,25.2,62.3,10.6,2.0,93.7,3.0,0.2,1.6,1.5
19,Iowa,115,Louisa,IA,57,"frontier status, population size, poverty, age, population density",42,11842,8.9,25.8,59.2,12.7,2.3,99.0,0.3,0.1,0.4,14.1
19,Iowa,117,Lucas,IA,59,"frontier status, population size, poverty, age, population density",32,9672,11.6,23.3,58.5,14.4,3.8,99.0,0.2,0.1,0.5,0.9
19,Iowa,119,Lyon,IA,56,"frontier status, population size, poverty, age, population density",39,11750,7.3,26.1,56.5,14.0,3.5,99.1,0.3,0.1,0.2,0.5
19,Iowa,121,Madison,IA,57,"frontier status, population size, poverty, age, population density",42,15158,6.8,24.8,61.4,11.2,2.5,98.9,0.2,0.3,0.2,0.8
19,Iowa,123,Mahaska,IA,60,"frontier status, population size, poverty, age, population density",48,22364,10.5,24.3,60.2,12.5,2.9,96.9,0.9,0.2,1.2,1.3
19,Iowa,125,Marion,IA,26,"frontier status, population size, poverty, age",40,32984,7.8,24.2,60.1,12.9,2.9,97.9,0.5,0.2,1.0,1.1
19,Iowa,127,Marshall,IA,26,"frontier status, population size, poverty, age",40,39418,10.6,24.6,59.3,13.6,2.5,96.4,1.2,0.5,1.0,12.6
19,Iowa,129,Mills,IA,38,"frontier status, population size, poverty, age",35,15284,8.3,24.6,63.5,10.0,1.9,98.7,0.4,0.2,0.3,2.2
19,Iowa,131,Mitchell,IA,54,"frontier status, population size, poverty, age, population density",38,10919,8.7,24.5,54.6,16.5,4.5,99.5,0.2,0.1,0.2,0.6
19,Iowa,133,Monona,IA,58,"frontier status, population size, poverty, age, population density",48,9520,10.4,21.1,55.9,18.0,4.9,98.6,0.1,0.9,0.1,0.8
19,Iowa,135,Monroe,IA,62,"frontier status, population size, poverty, age, population density",32,7835,10.1,23.7,57.4,15.7,3.2,98.8,0.3,0.4,0.4,0.5
19,Iowa,137,Montgomery,IA,60,"frontier status, population size, poverty, age, population density",48,11313,10.1,23.6,57.4,15.1,4.0,98.9,0.2,0.4,0.3,2.4
19,Iowa,139,Muscatine,IA,48,"frontier status, population size, poverty, age, population density",31,42756,9.5,25.5,61.9,10.8,1.8,96.9,1.2,0.3,1.0,13.1
19,Iowa,141,O'Brien,IA,57,"frontier status, population size, poverty, age, population density",42,14414,7.8,22.0,55.9,18.0,4.2,98.8,0.3,0.2,0.6,1.8
19,Iowa,143,Osceola,IA,56,"frontier status, population size, poverty, age, population density",39,6694,6.8,23.7,57.5,15.6,3.2,98.9,0.3,0.4,0.2,3.2
19,Iowa,145,Page,IA,60,"frontier status, population size, poverty, age, population density",48,16253,11.4,21.5,59.4,15.8,3.3,96.1,2.0,0.5,0.8,1.8
19,Iowa,147,Palo Alto,IA,59,"frontier status, population size, poverty, age, population density",32,9697,9.0,23.1,55.7,16.9,4.4,99.2,0.1,0.1,0.3,0.8
19,Iowa,149,Plymouth,IA,57,"frontier status, population size, poverty, age, population density",42,24958,6.4,25.1,59.3,12.8,2.8,98.5,0.3,0.2,0.4,1.9
19,Iowa,151,Pocahontas,IA,54,"frontier status, population size, poverty, age, population density",38,7930,9.6,21.9,55.5,17.8,4.8,99.0,0.3,0.2,0.4,1.2
19,Iowa,153,Polk,IA,9,"frontier status, population size, poverty, age",24,401006,8.6,25.8,63.3,9.2,1.7,90.3,4.9,0.3,3.1,5.6
19,Iowa,155,Pottawattamie,IA,20,"frontier status, population size, poverty, age",32,89738,10.2,24.9,61.5,11.7,1.9,96.9,1.0,0.4,0.7,4.1
19,Iowa,157,Poweshiek,IA,55,"frontier status, population size, poverty, age, population density",47,18925,9.0,22.5,60.0,14.2,3.4,97.5,0.6,0.3,1.1,1.4
19,Iowa,159,Ringgold,IA,61,"frontier status, population size, poverty, age, population density",32,5273,12.4,22.1,54.5,19.4,3.9,99.3,0.1,0.2,0.3,0.6
19,Iowa,161,Sac,IA,59,"frontier status, population size, poverty, age, population density",32,10621,9.0,22.0,55.1,18.0,4.8,98.8,0.4,0.1,0.3,1.2
19,Iowa,163,Scott,IA,15,"frontier status, population size, poverty, age",23,160998,10.3,25.5,62.4,10.4,1.8,89.9,6.2,0.3,1.9,4.4
19,Iowa,165,Shelby,IA,56,"frontier status, population size, poverty, age, population density",39,12634,7.8,23.1,56.2,16.9,3.8,98.9,0.2,0.3,0.4,0.9
19,Iowa,167,Sioux,IA,47,"frontier status, population size, poverty, age, population density",34,32277,6.5,27.4,57.9,12.1,2.6,98.4,0.4,0.1,0.8,4.9
19,Iowa,169,Story,IA,17,"frontier status, population size, poverty, age",32,79952,9.8,21.0,68.5,8.6,1.9,91.2,1.9,0.2,5.6,1.8
19,Iowa,171,Tama,IA,54,"frontier status, population size, poverty, age, population density",38,17919,8.9,25.0,56.7,14.7,3.6,92.0,0.5,6.4,0.2,4.3
19,Iowa,173,Taylor,IA,61,"frontier status, population size, poverty, age, population density",32,6614,10.7,22.3,55.6,17.2,4.9,99.3,0.0,0.1,0.4,3.9
19,Iowa,175,Union,IA,60,"frontier status, population size, poverty, age, population density",48,11972,11.1,22.7,58.3,15.5,3.5,98.8,0.3,0.1,0.4,1.1
19,Iowa,177,Van Buren,IA,59,"frontier status, population size, poverty, age, population density",32,7786,11.2,22.4,58.3,15.4,3.9,99.1,0.0,0.1,0.4,0.8
19,Iowa,179,Wapello,IA,30,"frontier status, population size, poverty, age",57,35965,12.2,23.5,59.8,13.8,3.0,96.9,1.4,0.4,0.7,7.1
19,Iowa,181,Warren,IA,47,"frontier status, population size, poverty, age, population density",34,42981,6.0,24.5,63.2,10.7,1.6,98.1,0.4,0.2,0.6,1.3
19,Iowa,183,Washington,IA,57,"frontier status, population size, poverty, age, population density",42,21457,7.7,24.7,58.3,13.8,3.2,98.6,0.5,0.2,0.3,3.8
19,Iowa,185,Wayne,IA,61,"frontier status, population size, poverty, age, population density",32,6601,12.5,22.1,55.2,17.9,4.7,98.9,0.0,0.1,0.5,0.8
19,Iowa,187,Webster,IA,30,"frontier status, population size, poverty, age",57,39003,10.8,24.6,58.8,13.8,2.8,93.8,3.8,0.4,1.0,2.8
19,Iowa,189,Winnebago,IA,55,"frontier status, population size, poverty, age, population density",47,11351,8.3,23.0,58.4,14.6,4.0,98.3,0.2,0.3,0.8,2.3
19,Iowa,191,Winneshiek,IA,55,"frontier status, population size, poverty, age, population density",47,21234,7.8,22.4,61.7,12.9,3.1,98.1,0.7,0.1,0.9,1.0
19,Iowa,193,Woodbury,IA,15,"frontier status, population size, poverty, age",23,102605,11.2,27.7,59.5,10.6,2.2,91.6,2.3,1.9,2.5,10.9
19,Iowa,195,Worth,IA,54,"frontier status, population size, poverty, age, population density",38,7768,7.2,22.1,59.5,14.9,3.5,99.3,0.3,0.0,0.2,1.8
19,Iowa,197,Wright,IA,54,"frontier status, population size, poverty, age, population density",38,13647,8.3,23.1,56.5,16.2,4.2,98.9,0.2,0.3,0.3,7.1
20,Kansas,1,Allen,KS,43,"frontier status, population size, poverty, age",57,13787,13.9,24.7,57.8,14.4,3.0,95.4,2.0,1.0,0.3,2.2
20,Kansas,3,Anderson,KS,58,"frontier status, population size, poverty, age, population density",48,8182,12.2,25.0,55.8,15.5,3.7,98.0,0.3,0.8,0.3,1.1
20,Kansas,5,Atchison,KS,40,"frontier status, population size, poverty, age",62,16804,11.8,26.1,58.0,13.2,2.8,92.2,5.7,0.5,0.4,2.0
20,Kansas,7,Barber,KS,82,"frontier status, population size, poverty, age",37,4958,11.3,21.5,57.3,17.5,3.7,98.3,0.5,0.7,0.1,2.1
20,Kansas,9,Barton,KS,31,"frontier status, population size, poverty, age",22,28105,12.4,25.5,57.0,14.4,3.1,96.5,1.6,0.5,0.4,10.4
20,Kansas,11,Bourbon,KS,63,"frontier status, population size, poverty, age, population density",32,14997,14.3,25.4,57.6,13.7,3.3,94.4,3.4,0.7,0.4,1.4
20,Kansas,13,Brown,KS,43,"frontier status, population size, poverty, age",57,10239,12.8,24.9,56.3,14.6,4.3,88.3,2.1,7.3,0.5,2.4
20,Kansas,15,Butler,KS,45,"frontier status, population size, poverty, age, population density",38,62354,8.4,26.4,61.2,10.7,1.7,95.5,1.6,0.9,0.6,2.6
20,Kansas,17,Chase,KS,84,"frontier status, population size, poverty, age",52,3081,10.4,24.5,57.8,14.4,3.3,97.6,1.3,0.6,0.2,3.0
20,Kansas,19,Chautauqua,KS,61,"frontier status, population size, poverty, age, population density",32,4109,13.8,21.2,54.5,19.5,4.7,94.8,0.4,3.6,0.0,1.7
20,Kansas,21,Cherokee,KS,64,"frontier status, population size, poverty, age, population density",41,21555,14.5,25.5,59.1,13.0,2.4,92.7,0.8,3.4,0.4,1.3
20,Kansas,23,Cheyenne,KS,81,"frontier status, population size, poverty, age",58,2946,9.8,21.2,53.3,19.7,5.8,99.2,0.1,0.0,0.4,4.3
20,Kansas,25,Clark,KS,79,"frontier status, population size, poverty, age",33,2283,10.6,23.7,53.9,17.6,4.8,98.0,0.3,1.2,0.4,5.3
20,Kansas,27,Clay,KS,58,"frontier status, population size, poverty, age, population density",48,8629,10.4,22.0,57.8,15.7,4.5,97.9,0.8,0.5,0.2,1.0
20,Kansas,29,Cloud,KS,58,"frontier status, population size, poverty, age, population density",48,9759,11.4,22.7,55.4,17.3,4.6,98.4,0.4,0.2,0.5,0.9
20,Kansas,31,Coffey,KS,56,"frontier status, population size, poverty, age, population density",39,8683,9.1,24.0,60.7,12.4,2.9,97.9,0.3,0.4,0.6,1.8
20,Kansas,33,Comanche,KS,81,"frontier status, population size, poverty, age",58,1935,9.5,20.6,55.0,19.6,4.8,98.9,0.0,0.2,0.7,2.1
20,Kansas,35,Cowley,KS,31,"frontier status, population size, poverty, age",22,35298,13.4,26.1,58.7,12.5,2.7,91.6,3.3,1.8,1.7,5.9
20,Kansas,37,Crawford,KS,50,"frontier status, population size, poverty, age, population density",27,38222,15.2,23.8,61.5,11.6,3.2,93.4,2.1,1.0,1.9,3.1
20,Kansas,39,Decatur,KS,81,"frontier status, population size, poverty, age",58,3191,10.9,20.9,52.8,21.3,5.0,98.8,0.7,0.0,0.3,1.7
20,Kansas,41,Dickinson,KS,59,"frontier status, population size, poverty, age, population density",32,19209,9.2,23.7,58.0,15.2,3.0,97.3,0.9,0.4,0.3,3.3
20,Kansas,43,Doniphan,KS,62,"frontier status, population size, poverty, age, population density",32,7816,11.5,26.0,58.4,13.0,2.6,94.8,2.6,1.4,0.4,2.0
20,Kansas,45,Douglas,KS,19,"frontier status, population size, poverty, age",37,102914,12.4,22.4,69.1,7.3,1.2,87.5,4.1,2.1,3.8,3.6
20,Kansas,47,Edwards,KS,81,"frontier status, population size, poverty, age",58,3292,11.0,24.0,56.0,16.1,3.9,98.4,0.4,0.6,0.5,14.0
20,Kansas,49,Elk,KS,87,"frontier status, population size, poverty, age",32,3075,14.9,19.9,56.4,19.3,4.5,97.1,0.2,1.0,0.3,2.3
20,Kansas,51,Ellis,KS,28,"frontier status, population size, poverty, age",39,26767,10.6,22.5,63.2,12.1,2.2,96.9,1.0,0.2,1.2,2.5
20,Kansas,53,Ellsworth,KS,58,"frontier status, population size, poverty, age, population density",48,6343,9.3,18.7,61.8,15.8,3.7,94.9,4.0,0.5,0.3,3.9
20,Kansas,55,Finney,KS,29,"frontier status, population size, poverty, age",37,38988,13.2,34.8,57.4,6.7,1.0,93.9,1.3,1.1,2.8,41.7
20,Kansas,57,Ford,KS,29,"frontier status, population size, poverty, age",37,33751,11.8,32.3,57.6,8.6,1.5,94.3,2.1,0.6,2.2,45.9
20,Kansas,59,Franklin,KS,40,"frontier status, population size, poverty, age",62,26247,9.9,25.9,60.5,11.3,2.2,95.7,1.4,0.9,0.6,2.9
20,Kansas,61,Geary,KS,33,"frontier status, population size, poverty, age",41,24585,12.9,31.8,57.4,9.3,1.5,72.5,17.5,0.9,4.3,7.2
20,Kansas,63,Gove,KS,79,"frontier status, population size, poverty, age",33,2763,10.0,23.9,51.9,19.9,4.3,99.2,0.1,0.0,0.1,1.3
20,Kansas,65,Graham,KS,81,"frontier status, population size, poverty, age",58,2721,11.0,18.6,55.2,22.1,4.1,96.2,3.3,0.2,0.3,0.8
20,Kansas,67,Grant,KS,39,"frontier status, population size, poverty, age",51,7530,10.0,31.4,58.4,9.0,1.1,97.9,0.4,1.0,0.5,37.7
20,Kansas,69,Gray,KS,78,"frontier status, population size, poverty, age",43,5861,8.9,30.1,57.8,10.0,2.2,98.7,0.3,0.6,0.0,12.7
20,Kansas,71,Greeley,KS,79,"frontier status, population size, poverty, age",33,1349,9.1,24.7,56.9,16.0,2.4,98.1,0.2,0.7,0.8,12.0
20,Kansas,73,Greenwood,KS,61,"frontier status, population size, poverty, age, population density",32,7338,13.0,21.8,56.5,17.7,3.9,97.4,0.3,1.0,0.2,2.4
20,Kansas,75,Hamilton,KS,81,"frontier status, population size, poverty, age",58,2604,11.6,26.7,55.6,14.1,3.7,97.5,0.7,0.5,1.3,26.5
20,Kansas,77,Harper,KS,58,"frontier status, population size, poverty, age, population density",48,6081,12.1,22.6,54.9,18.2,4.3,97.6,0.4,0.9,0.5,1.5
20,Kansas,79,Harvey,KS,27,"frontier status, population size, poverty, age",25,33843,8.9,25.3,58.0,13.4,3.3,95.5,1.8,0.7,0.7,9.1
20,Kansas,81,Haskell,KS,38,"frontier status, population size, poverty, age",35,4232,10.6,31.3,57.7,9.5,1.5,97.8,0.2,0.7,0.7,27.1
20,Kansas,83,Hodgeman,KS,79,"frontier status, population size, poverty, age",33,2110,8.9,24.9,56.5,15.0,3.6,98.1,0.9,0.3,0.0,3.6
20,Kansas,85,Jackson,KS,40,"frontier status, population size, poverty, age",62,13535,9.4,26.0,59.8,11.8,2.4,90.7,1.0,6.3,0.3,2.7
20,Kansas,87,Jefferson,KS,38,"frontier status, population size, poverty, age",35,19106,7.7,24.1,62.1,11.8,2.0,96.8,0.6,1.1,0.2,1.8
20,Kansas,89,Jewell,KS,81,"frontier status, population size, poverty, age",58,3352,11.6,19.1,54.9,21.6,4.4,99.0,0.1,0.4,0.1,0.7
20,Kansas,91,Johnson,KS,10,"frontier status, population size, poverty, age",36,506562,4.8,26.2,63.6,8.7,1.4,90.7,3.7,0.4,3.8,5.1
20,Kansas,93,Kearny,KS,80,"frontier status, population size, poverty, age",41,4516,9.8,31.8,57.0,10.2,1.0,97.3,0.6,1.2,0.4,27.8
20,Kansas,95,Kingman,KS,40,"frontier status, population size, poverty, age",62,8165,10.2,24.5,55.6,16.2,3.7,97.8,0.3,0.6,0.6,1.7
20,Kansas,97,Kiowa,KS,81,"frontier status, population size, poverty, age",58,2984,11.0,23.3,54.9,17.8,4.0,98.4,0.3,0.9,0.4,3.1
20,Kansas,99,Labette,KS,64,"frontier status, population size, poverty, age, population density",41,22169,13.8,25.0,58.6,13.1,3.2,90.5,5.0,2.0,0.4,3.1
20,Kansas,101,Lane,KS,79,"frontier status, population size, poverty, age",33,1894,8.5,22.1,56.7,17.0,4.2,98.8,0.0,0.1,0.1,2.0
20,Kansas,103,Leavenworth,KS,45,"frontier status, population size, poverty, age, population density",38,73113,8.3,25.6,64.3,8.9,1.2,86.2,9.8,0.8,1.4,3.6
20,Kansas,105,Lincoln,KS,81,"frontier status, population size, poverty, age",58,3411,10.7,21.3,57.7,17.7,3.3,98.5,0.2,0.6,0.1,1.8
20,Kansas,107,Linn,KS,59,"frontier status, population size, poverty, age, population density",32,9914,12.0,23.1,59.7,14.7,2.6,98.0,0.7,0.4,0.2,1.0
20,Kansas,109,Logan,KS,82,"frontier status, population size, poverty, age",37,2794,9.1,24.1,54.3,18.1,3.5,98.5,0.6,0.1,0.1,2.0
20,Kansas,111,Lyon,KS,29,"frontier status, population size, poverty, age",37,35609,12.9,26.2,62.1,9.4,2.4,93.6,2.7,0.7,1.7,19.2
20,Kansas,113,McPherson,KS,27,"frontier status, population size, poverty, age",25,29523,8.0,24.2,58.9,13.9,3.0,97.4,1.0,0.3,0.4,2.3
20,Kansas,115,Marion,KS,54,"frontier status, population size, poverty, age, population density",38,12952,9.4,23.2,56.0,16.4,4.4,98.1,0.4,0.7,0.2,2.0
20,Kansas,117,Marshall,KS,58,"frontier status, population size, poverty, age, population density",48,10405,9.9,22.2,56.3,17.6,3.8,98.4,0.3,0.4,0.3,0.8
20,Kansas,119,Meade,KS,79,"frontier status, population size, poverty, age",33,4625,10.1,28.8,54.1,13.9,3.2,97.9,0.5,0.6,0.5,13.1
20,Kansas,121,Miami,KS,47,"frontier status, population size, poverty, age, population density",34,30496,8.0,26.0,62.5,9.9,1.7,96.2,1.6,0.6,0.3,1.8
20,Kansas,123,Mitchell,KS,54,"frontier status, population size, poverty, age, population density",38,6420,10.0,24.1,54.9,16.8,4.2,98.0,0.7,0.5,0.5,1.0
20,Kansas,125,Montgomery,KS,50,"frontier status, population size, poverty, age, population density",27,34570,13.8,24.4,57.7,14.5,3.3,87.0,6.2,3.3,0.7,3.1
20,Kansas,127,Morris,KS,58,"frontier status, population size, poverty, age, population density",48,6049,9.5,22.6,57.9,15.4,4.1,98.6,0.3,0.4,0.3,3.6
20,Kansas,129,Morton,KS,80,"frontier status, population size, poverty, age",41,3196,9.8,28.9,55.2,13.7,2.1,96.7,0.3,1.4,1.2,14.1
20,Kansas,131,Nemaha,KS,56,"frontier status, population size, poverty, age, population density",39,10443,9.1,26.5,52.6,16.7,4.2,98.4,0.5,0.5,0.1,0.8
20,Kansas,133,Neosho,KS,63,"frontier status, population size, poverty, age, population density",32,16529,13.0,24.8,58.1,14.2,3.0,96.2,1.1,0.8,0.4,2.8
20,Kansas,135,Ness,KS,79,"frontier status, population size, poverty, age",33,3009,9.1,20.1,53.3,21.6,5.0,99.2,0.1,0.2,0.1,2.6
20,Kansas,137,Norton,KS,58,"frontier status, population size, poverty, age, population density",48,5664,10.6,20.1,61.5,13.6,4.8,94.4,4.3,0.5,0.7,2.5
20,Kansas,139,Osage,KS,57,"frontier status, population size, poverty, age, population density",42,17150,9.5,24.2,60.3,12.8,2.7,97.7,0.3,0.7,0.3,1.5
20,Kansas,141,Osborne,KS,81,"frontier status, population size, poverty, age",58,4050,11.6,21.5,53.6,19.5,5.4,98.9,0.1,0.2,0.4,0.4
20,Kansas,143,Ottawa,KS,54,"frontier status, population size, poverty, age, population density",38,6123,8.0,23.4,60.1,13.8,2.7,98.1,0.6,0.5,0.2,2.0
20,Kansas,145,Pawnee,KS,54,"frontier status, population size, poverty, age, population density",38,6739,11.3,22.9,59.4,13.6,4.1,92.7,5.3,1.1,0.7,4.6
20,Kansas,147,Phillips,KS,58,"frontier status, population size, poverty, age, population density",48,5504,10.7,22.8,55.0,18.2,4.0,98.5,0.3,0.3,0.5,0.7
20,Kansas,149,Pottawatomie,KS,56,"frontier status, population size, poverty, age, population density",39,19129,9.1,27.5,59.5,10.9,2.1,97.0,0.8,0.6,0.5,2.6
20,Kansas,151,Pratt,KS,54,"frontier status, population size, poverty, age, population density",38,9496,10.5,23.6,58.3,14.5,3.7,97.4,1.2,0.3,0.5,4.6
20,Kansas,153,Rawlins,KS,81,"frontier status, population size, poverty, age",58,2672,11.1,19.4,54.8,20.7,5.1,98.9,0.4,0.3,0.1,1.0
20,Kansas,155,Reno,KS,21,"frontier status, population size, poverty, age",44,63558,12.5,24.0,59.5,13.7,2.9,94.6,2.9,0.7,0.6,6.2
20,Kansas,157,Republic,KS,58,"frontier status, population size, poverty, age, population density",48,5164,10.8,19.6,53.8,22.1,4.5,98.7,0.4,0.4,0.2,1.1
20,Kansas,159,Rice,KS,40,"frontier status, population size, poverty, age",62,10452,11.7,24.8,57.6,14.5,3.1,96.9,1.2,0.7,0.7,6.9
20,Kansas,161,Riley,KS,22,"frontier status, population size, poverty, age",28,62826,14.2,23.5,68.3,6.7,1.5,86.7,6.9,0.6,3.7,4.6
20,Kansas,163,Rooks,KS,82,"frontier status, population size, poverty, age",37,5351,11.0,22.9,55.9,17.2,4.0,98.0,1.3,0.5,0.2,1.2
20,Kansas,165,Rush,KS,81,"frontier status, population size, poverty, age",58,3406,10.8,20.9,55.4,19.6,4.1,98.8,0.3,0.5,0.2,1.5
20,Kansas,167,Russell,KS,58,"frontier status, population size, poverty, age, population density",48,6845,11.3,20.7,55.9,18.6,4.8,98.2,0.7,0.4,0.4,1.2
20,Kansas,169,Saline,KS,19,"frontier status, population size, poverty, age",37,53919,10.4,25.6,60.3,12.0,2.1,92.3,3.3,0.6,2.0,7.4
20,Kansas,171,Scott,KS,56,"frontier status, population size, poverty, age, population density",39,4600,7.5,25.9,60.5,11.0,2.7,98.8,0.2,0.8,0.1,8.5
20,Kansas,173,Sedgwick,KS,4,"frontier status, population size, poverty",25,466061,11.8,28.1,60.6,9.7,1.6,83.4,9.3,1.1,3.8,9.6
20,Kansas,175,Seward,KS,42,"frontier status, population size, poverty, age",53,23274,13.8,33.8,57.5,7.1,1.6,91.5,3.9,0.8,3.1,50.0
20,Kansas,177,Shawnee,KS,11,"frontier status, population size, poverty, age",44,172365,10.9,25.2,60.9,12.0,1.9,86.0,9.1,1.4,1.2,8.1
20,Kansas,179,Sheridan,KS,82,"frontier status, population size, poverty, age",37,2591,10.2,23.2,55.7,18.6,2.5,99.3,0.2,0.2,0.2,1.8
20,Kansas,181,Sherman,KS,82,"frontier status, population size, poverty, age",37,6153,13.0,24.7,56.5,15.4,3.4,98.5,0.5,0.3,0.4,8.4
20,Kansas,183,Smith,KS,81,"frontier status, population size, poverty, age",58,4121,10.3,19.3,53.0,22.2,5.5,99.0,0.2,0.2,0.3,0.9
20,Kansas,185,Stafford,KS,81,"frontier status, population size, poverty, age",58,4488,12.5,24.3,55.6,16.0,4.1,98.6,0.2,0.3,0.2,7.2
20,Kansas,187,Stanton,KS,78,"frontier status, population size, poverty, age",43,2245,10.9,28.8,56.5,12.7,2.1,97.7,0.3,1.7,0.2,29.7
20,Kansas,189,Stevens,KS,39,"frontier status, population size, poverty, age",51,5412,10.2,30.5,56.7,10.4,2.4,97.1,1.1,1.1,0.4,25.5
20,Kansas,191,Sumner,KS,27,"frontier status, population size, poverty, age",25,24797,10.6,26.4,58.2,12.7,2.7,96.6,1.0,0.8,0.2,3.5
20,Kansas,193,Thomas,KS,39,"frontier status, population size, poverty, age",51,7639,10.2,27.1,57.2,13.0,2.7,97.9,0.7,0.4,0.5,2.2
20,Kansas,195,Trego,KS,81,"frontier status, population size, poverty, age",58,3050,11.5,21.5,54.3,18.8,5.4,98.3,0.4,0.2,0.7,0.9
20,Kansas,197,Wabaunsee,KS,56,"frontier status, population size, poverty, age, population density",39,6919,7.5,23.4,61.2,12.9,2.4,98.2,0.5,0.5,0.3,2.2
20,Kansas,199,Wallace,KS,82,"frontier status, population size, poverty, age",37,1573,13.2,26.1,55.1,15.4,3.4,98.0,0.9,0.9,0.2,6.2
20,Kansas,201,Washington,KS,58,"frontier status, population size, poverty, age, population density",48,6009,10.5,22.5,54.1,18.6,4.9,99.2,0.1,0.5,0.0,1.1
20,Kansas,203,Wichita,KS,82,"frontier status, population size, poverty, age",37,2309,11.5,27.0,56.9,13.1,3.0,98.5,0.2,1.0,0.0,20.9
20,Kansas,205,Wilson,KS,62,"frontier status, population size, poverty, age, population density",32,9834,13.0,23.6,57.3,15.6,3.6,97.3,0.6,1.0,0.4,2.0
20,Kansas,207,Woodson,KS,61,"frontier status, population size, poverty, age, population density",32,3572,12.6,20.1,57.6,17.8,4.5,97.8,0.9,1.1,0.1,1.6
20,Kansas,209,Wyandotte,KS,6,"frontier status, population size, poverty",53,155750,16.1,29.0,60.3,9.0,1.7,68.3,27.0,0.8,1.8,21.0
21,Kentucky,1,Adair,KY,73,"frontier status, population size, poverty, age, population density",23,17573,20.0,24.1,60.8,13.2,1.9,95.8,3.0,0.2,0.4,0.7
21,Kentucky,3,Allen,KY,65,"frontier status, population size, poverty, age, population density",30,18706,14.8,25.0,61.9,11.9,1.3,97.9,1.3,0.1,0.2,0.9
21,Kentucky,5,Anderson,KY,37,"frontier status, population size, poverty, age",30,20394,9.2,25.6,63.2,9.9,1.3,96.8,2.4,0.0,0.3,0.9
21,Kentucky,7,Ballard,KY,64,"frontier status, population size, poverty, age, population density",41,8277,13.6,22.7,60.9,14.6,1.8,95.5,3.7,0.0,0.2,0.8
21,Kentucky,9,Barren,KY,50,"frontier status, population size, poverty, age, population density",27,40073,15.3,23.8,61.3,13.1,1.8,94.8,3.9,0.2,0.5,1.2
21,Kentucky,11,Bath,KY,72,"frontier status, population size, poverty, age, population density",32,11626,18.5,24.4,61.4,12.3,1.9,97.5,1.7,0.3,0.0,0.9
21,Kentucky,13,Bell,KY,53,"frontier status, population size, poverty, age, population density",27,29665,25.8,23.9,62.1,12.4,1.6,96.2,2.6,0.2,0.4,0.7
21,Kentucky,15,Boone,KY,46,"frontier status, population size, poverty, age, population density",26,106272,7.1,27.7,63.9,7.6,0.8,94.5,2.4,0.2,1.8,2.4
21,Kentucky,17,Bourbon,KY,41,"frontier status, population size, poverty, age",47,19833,13.6,24.6,61.8,12.2,1.5,91.7,6.9,0.1,0.3,3.5
21,Kentucky,19,Boyd,KY,32,"frontier status, population size, poverty, age",37,49594,15.3,22.2,62.2,13.9,1.6,95.9,2.9,0.1,0.4,1.5
21,Kentucky,21,Boyle,KY,32,"frontier status, population size, poverty, age",37,28363,13.3,23.3,62.9,11.9,1.9,88.6,9.1,0.4,0.9,1.8
21,Kentucky,23,Bracken,KY,64,"frontier status, population size, poverty, age, population density",41,8670,11.7,24.3,62.3,11.8,1.6,98.9,0.6,0.3,0.1,0.5
21,Kentucky,25,Breathitt,KY,68,"frontier status, population size, poverty, age, population density",34,15957,26.2,24.1,63.9,10.7,1.2,98.9,0.4,0.0,0.5,0.7
